"lon","lat"
-93.6249593,41.5868353
-87.6297982,41.8781136
-97.9592863,31.5628076
,
-95.7243335,37.2321077
-99.9018131,31.9685988
-120.7401385,47.7510741
-95.712891,37.09024
,
,
2.3522219,48.856614
-73.087749,41.6032207
-119.7871247,36.7377981
-95.3698028,29.7604267
-81.706484,30.1660736
-78.898619,35.9940329
-78.6381787,35.7795897
,
-81.1637245,33.836081
36.8219462,-1.2920659
-86.8103567,33.5185892
-118.5739621,34.2048586
-118.2436849,34.0522342
-84.2700179,37.8393332
-73.8448469,40.718106
-121.822098,36.6149217
-124.4428262,49.3482346
,
-96.994174,33.046233
113.921327,-0.789275
,
18.4240553,-33.9248685
-116.419389,34.9592083
-121.8863286,37.3382082
-81.1637245,33.836081
-73.1856832,44.491438
-95.712891,37.09024
-95.712891,37.09024
-1.470085,53.381129
,
-91.8318334,35.20105
-84.3879824,33.7489954
-86.158068,39.768403
-95.3698028,29.7604267
-71.0588801,42.3600825
,
-112.0740373,33.4483771
-105.1019275,40.1672068
-116.419389,34.9592083
-79.5394625,43.8430176
2.3522219,48.856614
-81.3031179,29.028318
25.7481511,61.92411
-122.7094767,42.1945758
-77.0368707,38.9071923
-97.7430608,30.267153
-43.1728965,-22.9068467
-79.8711024,43.2557206
-74.694929,40.774716
-121.300859,38.1539723
,
-112.0740373,33.4483771
-95.3698028,29.7604267
-74.2179326,43.2994285
-81.655651,30.3321838
-95.712891,37.09024
-74.0059728,40.7127753
-95.712891,37.09024
,
-3.435973,55.378051
-79.6441198,43.5890452
-122.910956,49.2057179
-94.4797228,39.0563066
-51.2176584,-30.0346471
-1.470085,53.381129
153.0251235,-27.4697707
-82.6157331,41.2425531
-81.1637245,33.836081
-104.8202462,41.1399814
-87.771964,41.909611
-119.4179324,36.778261
2.3522219,48.856614
-104.990251,39.7392358
,
-118.2436849,34.0522342
-86.8744516,40.0411536
30.0542331,51.4045032
-95.712891,37.09024
-77.0368707,38.9071923
,
-84.3879824,33.7489954
-43.1728965,-22.9068467
114.727669,4.535277
-95.712891,37.09024
174.885971,-40.900557
-3.685797,50.433741
-74.0059728,40.7127753
,
-121.963908,37.2739298
-95.712891,37.09024
-86.1349019,40.2671941
2.213749,46.227638
-85.323214,51.253775
,
-80.1325432,36.0865122
-122.3320708,47.6062095
-0.2405299,52.5694985
,
,
-3.435973,55.378051
-95.712891,37.09024
,
113.921327,-0.789275
-119.4179324,36.778261
-102.552784,23.634501
2.3522219,48.856614
,
,
-79.9958864,40.4406248
-120.1832533,39.327962
-115.1398296,36.1699412
1.680181,52.325628
-77.0368707,38.9071923
-118.4591488,34.2118717
-77.0368707,38.9071923
-95.5684983,37.0437323
-97.330053,37.6871761
-116.621011,31.860386
-98.2022633,32.2206958
-120.7401385,47.7510741
-83.6874562,43.0125274
-88.2433829,40.1164204
-94.1185366,36.3320196
-51.2176584,-30.0346471
3.3792057,6.5243793
145.9706647,-41.4545196
-79.0192997,35.7595731
-43.9776753,-19.9301268
-111.3050058,47.505175
-81.1053764,40.7297816
,
-0.1277583,51.5073509
,
,
-73.9874105,40.7446072
-51.92528,-14.235004
-95.712891,37.09024
-77.4561493,38.8748792
-51.92528,-14.235004
-63.744311,44.6819866
-78.8636402,35.8991678
-115.1398296,36.1699412
-2.2426305,53.4807593
-99.9018131,31.9685988
-95.7040407,37.2258827
-0.303742,51.461311
-111.9400054,33.4255104
-116.419389,38.8026097
-97.938351,29.888411
-94.4839157,39.0489391
,
-86.158068,39.768403
2.3522219,48.856614
-75.1652215,39.9525839
142.7027956,-20.9175738
-77.0266405,38.8977545
,
-119.4179324,36.778261
1.115305,52.569354
-2.2426305,53.4807593
-86.902298,32.3182314
-75.1652215,39.9525839
-122.427699,37.784648
153.0251235,-27.4697707
-71.1199941,42.3825077
16.3738189,48.2081743
-124.1636729,40.8020712
-0.1277583,51.5073509
-0.1277583,51.5073509
-122.6587185,45.5122308
-76.5319854,3.4516467
-81.5157535,27.6648274
-122.3320708,47.6062095
-74.0059728,40.7127753
-81.1637245,33.836081
-43.1728965,-22.9068467
-1.427406,54.999424
-117.1610838,32.715738
-93.2372957,44.975095
-121.302728,38.5890723
-1.1743197,52.3555177
-3.1892413,55.9445158
-74.0059728,40.7127753
-112.3576567,33.4353394
-95.3553688,29.7552928
,
-119.4179324,36.778261
-2.2426305,53.4807593
-119.4179324,36.778261
-80.4925337,43.4516395
-122.6587185,45.5122308
-42.8643167,-22.7570025
,
-95.972262,36.7491737
-73.8990252,41.5356492
-74.0059728,40.7127753
-2.2426305,53.4807593
-102.0779146,31.9973456
-84.2401782,34.126084
-94.6707917,38.9822282
73.0478848,33.6844202
,
-122.3320708,47.6062095
-84.3640829,33.7589188
-98.4894142,29.3535805
-0.1277583,51.5073509
-74.0059728,40.7127753
-119.4179324,36.778261
20.1666667,46.8166667
-74.4056612,40.0583238
,
-118.2436849,34.0522342
-79.9958864,40.4406248
-71.0588801,42.3600825
-117.8311428,33.7174708
-84.3640829,33.7589188
-74.0059728,40.7127753
-106.4850217,31.7618778
138.252924,36.204824
-77.0368707,38.9071923
-97.2025952,37.7057121
-84.1916069,39.7589478
,
-94.5785667,39.0997265
-2.8007399,54.046575
-97.331998,37.680915
-2.3535345,52.618663
-87.6355995,41.506146
-122.4194155,37.7749295
-1.3080629,51.0576948
-102.552784,23.634501
-105.7820674,39.5500507
-77.0368707,38.9071923
-80.4549026,38.5976262
144.9630576,-37.8136276
,
-83.5378674,41.6528052
-96.8383659,32.952424
,
-74.0059728,40.7127753
,
,
-0.1277583,51.5073509
-95.3698028,29.7604267
-77.4360481,37.5407246
-77.4561493,38.8748792
-77.4360481,37.5407246
-95.712891,37.09024
-119.242889,34.4480495
-96.7969879,32.7766642
-0.1277583,51.5073509
,
138.568,-35.021
2.213749,46.227638
-122.3320708,47.6062095
-97.1383744,49.895136
4.9035614,52.3679843
-122.6587185,45.5122308
-87.2169149,30.421309
-95.712891,37.09024
-78.6568942,37.4315734
-97.1143046,31.5497007
,
-43.1728965,-22.9068467
-83.9403697,35.951873
-95.712891,37.09024
144.9630576,-37.8136276
-97.7430608,30.267153
-75.0865619,40.6539892
-111.9325733,33.426453
-121.6957863,37.931868
-96.8070186,32.781616
-9.1393366,38.7222524
-111.6585337,40.2338438
-75.9788349,39.785386
-104.990251,39.7392358
-122.4598502,47.4473204
-119.4179324,36.778261
,
-106.346771,56.130366
-0.6349804,51.2797528
-99.9018131,31.9685988
-76.5319854,3.4516467
-75.1652215,39.9525839
-95.712891,37.09024
-43.2690045,-22.8803653
-85.3863599,40.1933767
-74.4056612,40.0583238
-83.6874562,43.0125274
-81.3316903,31.2017278
-117.8859409,33.8678436
-74.0059728,40.7127753
-86.7816016,36.1626638
-95.6400855,37.0329949
-74.0059728,40.7127753
-93.097702,41.8780025
174.7633315,-36.8484597
-122.4194155,37.7749295
-84.3879824,33.7489954
-1.1743197,52.3555177
-77.0368707,38.9071923
,
-73.7948516,40.7282239
-1.332134,52.829374
-117.1610838,32.715738
-84.1916069,39.7589478
41.4423062,52.723598
-122.0575434,37.387474
,
-3.1892413,55.9445158
-76.6412712,39.0457549
-111.0937311,34.0489281
-117.4260465,47.6587802
,
-79.8749081,36.0603311
-87.861471,42.959738
-91.8318334,37.9642529
-118.2436849,34.0522342
2.1734035,41.3850639
-122.3320708,47.6062095
-74.0059728,40.7127753
-117.8311428,33.7174708
-99.9018131,31.9685988
-84.3879824,33.7489954
-82.4571776,27.950575
-117.1610838,32.715738
-97.396381,27.8005828
-43.1728965,-22.9068467
-85.0027267,34.0474287
-80.8428504,35.410694
-95.2302123,29.7335616
,
-111.6585337,40.2338438
,
,
-119.4179324,36.778261
-105.2551187,54.5259614
-76.1783739,40.0466571
-83.036027,29.135971
-74.0059728,40.7127753
,
-95.712891,37.09024
,
-119.8138027,39.5296329
-122.2928974,47.1853785
-82.9318807,40.1266689
-75.3987889,40.222882
-82.9987942,39.9611755
-118.2436849,34.0522342
2.3522219,48.856614
-88.7878678,43.7844397
-89.4012302,43.0730517
-122.0575434,37.387474
-95.7243335,37.2321077
-77.0433177,38.9086635
151.2092955,-33.8688197
144.9630576,-37.8136276
138.6007456,-34.9284989
-85.3096801,35.0456297
-76.6412712,39.0457549
-84.3879824,33.7489954
-95.712891,37.09024
-51.2176584,-30.0346471
,
-115.1398296,36.1699412
-0.164921,51.365018
-74.0030783,40.7227736
-118.2436849,34.0522342
-5.7467879,41.5034712
-122.6587185,45.5122308
-93.2650108,44.977753
-70.8226541,43.9653889
,
,
-44.1772604,-22.5408519
-117.1610838,32.715738
-95.712891,37.09024
2.3522219,48.856614
-95.712891,37.09024
-88.7878678,43.7844397
-122.0575434,37.387474
-118.2436849,34.0522342
,
,
,
-95.7150582,37.0901287
-93.7593841,41.5638902
-3.435973,55.378051
-95.9915346,36.1568902
,
133.775136,-25.274398
-93.7406137,32.5182747
-96.9483174,32.8084114
-6.2603097,53.3498053
-88.2216115,40.0990366
-111.0937311,34.0489281
-149.0729714,62.4113634
,
-73.9841161,40.7317696
-100.3161126,25.6866142
-120.4357191,34.9530337
-81.6853534,28.8527675
-99.133208,19.4326077
-51.92528,-14.235004
-73.4081575,41.117744
-104.9794787,39.7367329
-44.0770134,-22.4871853
-122.2711137,37.8043637
,
-79.461256,44.059187
-73.7948516,40.7282239
-74.0059728,40.7127753
-104.990251,39.7392358
-73.9441579,40.6781784
-87.5031397,44.4583321
104.195397,35.86166
-76.9158068,38.8851122
-84.3879824,33.7489954
,
-95.712891,37.09024
-74.0059728,40.7127753
-72.9460566,41.0748454
-95.3698028,29.7604267
-74.0059728,40.7127753
133.775136,-25.274398
-87.9050314,44.4880439
-6.2603097,53.3498053
-75.5476876,40.1767688
-122.788377,45.4604
-118.2436849,34.0522342
-0.1277583,51.5073509
-78.3947359,40.5186809
2.3522219,48.856614
-77.7455612,43.1072841
-6.2603097,53.3498053
-74.0059728,40.7127753
,
,
-97.1080656,32.735687
-71.4774291,41.5800945
-118.2436849,34.0522342
,
-106.4850217,31.7618778
,
-110.3625658,46.8796822
-78.6568942,37.4315734
,
-117.1610838,32.715738
-84.1916069,39.7589478
-95.712891,37.09024
-118.2436849,34.0522342
-82.4831821,27.9360538
-95.712891,37.09024
,
-79.0192997,35.7595731
-84.1916069,39.7589478
-95.9145568,41.1543623
-99.9018131,31.9685988
,
-84.1916069,39.7589478
-122.4194155,37.7749295
1.1082378,49.4380339
-78.6381787,35.7795897
-73.3673169,40.7107127
-102.552784,23.634501
,
-122.6587185,45.5122308
-123.0724139,49.3199816
-99.9018131,41.4925374
-98.2436625,35.072562
-78.6568942,37.4315734
-74.694929,40.774716
-71.1190612,42.3347756
-95.712891,37.09024
-87.6297982,41.8781136
-96.3344068,30.627977
-76.1474244,43.0481221
-95.712891,37.09024
,
-97.7277959,31.1171194
-79.0752895,35.9101438
-91.8318334,37.9642529
-43.1728965,-22.9068467
3.3792057,6.5243793
-118.3286614,34.0928092
-0.1277583,51.5073509
-118.2436849,34.0522342
-88.2216115,40.0990366
-95.712891,37.09024
-119.4179324,36.778261
,
-118.2436849,34.0522342
-76.6121893,39.2903848
-0.5620681,51.2373426
-114.7420408,44.0682019
,
-48.114201,-15.821435
-89.0187222,42.6827885
,
-81.407571,28.2919557
,
-73.567256,45.5016889
-95.3698028,29.7604267
-97.0466759,33.091788
-79.4075321,43.6517369
-99.9018131,31.9685988
-119.4179324,36.778261
-0.1277583,51.5073509
49.5891233,37.2682177
-122.4009471,37.7855973
133.775136,-25.274398
-122.2711137,37.8043637
-95.712891,37.09024
-87.9064736,43.0389025
-104.9751397,39.8044835
-85.6802541,40.1053196
-98.4936282,29.4241219
-95.972262,36.7491737
-118.2436849,34.0522342
28.0473051,-26.2041028
-115.1398296,36.1699412
,
-77.1527578,39.0839973
-94.3948213,39.18495
,
-117.078355,33.01412
,
-74.0059728,40.7127753
-93.097702,41.8780025
-119.4179324,36.778261
-88.2216115,40.0990366
-1.1743197,52.3555177
-82.907123,40.4172871
-81.5157535,27.6648274
151.2092955,-33.8688197
,
-95.8716018,36.103255
-74.0059728,40.7127753
-74.0059728,40.7127753
,
-97.7430608,30.267153
-99.9018131,31.9685988
-95.712891,37.09024
-99.0592851,19.430647
151.2092955,-33.8688197
-79.9958864,40.4406248
,
-120.6708853,43.237797
,
-96.728333,43.5473028
-117.3754942,33.9806005
-81.6943605,41.49932
-92.3209257,38.9719596
-118.2436849,34.0522342
-81.5157535,27.6648274
,
,
-48.5482195,-27.5948698
,
-82.907123,40.4172871
-122.3320708,47.6062095
13.404954,52.5200066
-85.323214,51.253775
-117.9988026,33.6594835
,
-43.1728965,-22.9068467
,
-71.1097335,42.3736158
-86.7816016,36.1626638
-95.8301781,36.1680847
9.501785,56.26392
-83.7430378,42.2808256
-2.7553268,52.7073029
-76.6412712,39.0457549
,
-97.5164276,35.4675602
-95.712891,37.09024
-79.9559358,39.6361396
39.1925048,21.485811
-81.7640212,40.8436663
-86.5804473,35.5174913
-85.6023643,44.3148443
-118.2436849,34.0522342
-98.7716764,29.8301319
,
-79.9958864,40.4406248
-74.0323626,40.7439905
-119.8276389,34.4358294
-92.0031955,34.2284312
-122.9888319,38.5779555
-43.1728965,-22.9068467
-85.6023643,44.3148443
-99.9018131,31.9685988
-81.5138602,30.2851533
-122.6748358,38.3386081
-87.6297982,41.8781136
-95.712891,37.09024
-95.266826,36.249758
-103.3496092,20.6596988
,
-79.0192997,35.7595731
-95.9345034,41.2565369
133.775136,-25.274398
-95.6400855,37.0329949
-6.2603097,53.3498053
-43.3907025,-22.9681736
-95.712891,37.09024
-51.2176584,-30.0346471
-47.9218204,-15.826691
-95.712891,37.09024
77.2090212,28.6139391
-75.3698895,40.0415996
-95.9345034,41.2565369
-99.9018131,31.9685988
-90.3907365,38.5664002
,
-84.0712997,34.0514898
,
140.7803529,-37.8284212
26.1025384,44.4267674
-122.3320708,47.6062095
-74.0059728,40.7127753
-76.1783739,40.0466571
-0.1277583,51.5073509
-106.346771,56.130366
-79.3831843,43.653226
2.213749,46.227638
-77.0763669,39.0256651
-77.0909809,38.8816208
-75.1652215,39.9525839
-105.7820674,39.5500507
-95.1547871,36.6385747
-0.1277583,51.5073509
-6.2603097,53.3498053
,
-43.1728965,-22.9068467
-122.2852473,37.831316
-77.0368707,38.9071923
-105.9542126,40.0926679
-120.7401385,47.7510741
,
-0.1277583,51.5073509
-117.1610838,32.715738
148.6329645,-32.2315018
30.0542331,51.4045032
133.775136,-25.274398
,
,
,
-119.6035495,40.5608387
-79.0192997,35.7595731
138.252924,36.204824
-105.8700901,34.5199402
-73.567256,45.5016889
-42.5340796,-22.2887261
-122.7094767,42.1945758
-119.4179324,36.778261
1.5208624,41.5911589
-123.1207375,49.2827291
-120.7401385,47.7510741
-81.1637245,33.836081
113.921327,-0.789275
-122.4194155,37.7749295
-79.0192997,35.7595731
-117.8311428,33.7174708
-87.6355995,41.506146
-122.4194155,37.7749295
-74.0059728,40.7127753
-123.1536625,49.1707544
-43.1728965,-22.9068467
-73.7562317,42.6525793
,
-104.990251,39.7392358
-95.712891,37.09024
-95.712891,37.09024
-95.9898964,30.0939175
-84.3879824,33.7489954
-93.2650108,44.977753
-82.9987942,39.9611755
2.3112488,48.8403734
-94.9731528,35.9010039
-97.2025952,37.7057121
-77.1527578,39.0839973
-122.3305918,37.5726294
-93.097702,41.8780025
-75.4423476,40.0811277
-87.5900134,37.8361538
-74.0059728,40.7127753
,
-81.8723084,26.640628
-95.712891,37.09024
-0.40965,53.0003079
-0.013139,51.561948
-118.2436849,34.0522342
-80.9336753,26.7542312
-43.1728965,-22.9068467
-70.8226541,43.9653889
-99.9018131,31.9685988
-123.1207375,49.2827291
-122.6587185,45.5122308
-94.9731528,35.9010039
-91.6656232,41.9778795
-98.2062727,19.0414398
,
-105.7820674,39.5500507
14.4378005,50.0755381
-1.696713,53.680122
-97.9413941,29.8832749
-128.6031539,54.5181925
-118.2436849,34.0522342
,
-84.1916069,39.7589478
-95.712891,37.09024
0.5217254,51.2787075
-95.712891,37.09024
-82.9987942,39.9611755
-122.4194155,37.7749295
-73.9359821,43.0324245
-78.8783689,42.8864468
-117.7499909,34.055103
-95.712891,37.09024
145.9706647,-41.4545196
-1.332134,52.829374
-43.1152587,-22.8859267
133.9071661,33.5025463
-80.0533746,26.7153424
-82.9987942,39.9611755
-3.435973,55.378051
-96.6938373,40.8179419
-75.3835525,40.1012856
-43.1728965,-22.9068467
-106.346771,56.130366
-101.0020119,47.5514926
-76.6121893,39.2903848
-122.7140548,38.440429
-121.4943996,38.5815719
-113.4909267,53.544389
-91.9623327,30.9842977
-6.4923145,54.7877149
-122.6587185,45.5122308
-95.712891,37.09024
-97.7430608,30.267153
-90.583367,38.663565
-71.3825558,41.878711
-116.3591772,33.7666873
-118.1937395,33.7700504
,
-63.5752387,44.6487635
-73.9457538,40.5953955
-87.6482134,41.913016
,
-86.902298,32.3182314
-78.6568942,37.4315734
-1.1581086,52.9547832
-87.5710898,37.9715592
-117.0430865,34.033625
-118.3812562,34.187044
0.8941817,41.6287381
-95.7243335,37.2321077
,
-74.0059728,40.7127753
-119.6768815,49.6073297
-116.2023137,43.6150186
-75.5993692,38.3606736
-111.0937311,34.0489281
-43.1728965,-22.9068467
-51.92528,-14.235004
-97.8108488,31.1204769
-43.1728965,-22.9068467
-95.712891,37.09024
-74.0059728,40.7127753
-43.1728965,-22.9068467
-106.6700458,52.1332144
-77.0368707,38.9071923
-86.3997167,39.7628227
-95.712891,37.09024
-84.4907621,34.2367621
-112.0740373,33.4483771
-95.712891,37.09024
-122.7094767,42.1945758
-0.1199659,51.4632702
-43.3241817,-22.8387571
-4.4213988,36.7212737
-80.09975,26.551247
-83.8853411,34.6514983
-122.6939912,45.5160982
-3.435973,55.378051
-87.6297982,41.8781136
-82.907123,40.4172871
,
-71.0588801,42.3600825
-69.7794897,44.3106241
-82.546344,27.2669722
-99.9018131,31.9685988
-94.0427173,33.4639552
-95.712891,37.09024
-98.2442162,34.8231239
-95.712891,37.09024
-80.6495194,41.0997803
-6.4923145,54.7877149
-122.6587185,45.5122308
-86.7816016,36.1626638
-51.92528,-14.235004
-74.2082286,40.8690101
-70.7406259,-34.1701324
-104.8213634,38.8338816
-0.137163,50.82253
-118.2436849,34.0522342
-81.3103707,28.9503129
-43.1728965,-22.9068467
-117.9169363,33.655053
-72.285215,18.971187
-95.7243335,37.2321077
-43.1728965,-22.9068467
-120.8958242,38.8375215
-77.0368707,38.9071923
18.4867447,57.4684121
-85.6023643,44.3148443
-95.972262,36.7491737
-86.7816016,36.1626638
-81.3792365,28.5383355
-0.0763979,52.3325252
-83.9924477,35.9356141
-121.8863286,37.3382082
-95.712891,37.09024
,
,
-100.4382512,31.4625208
,
-7.6920536,53.1423672
-75.020502,39.891795
-0.1199659,51.4632702
-74.0059728,40.7127753
-122.3320708,47.6062095
-74.0059728,40.7127753
151.2092955,-33.8688197
,
101.975766,4.210484
-118.2436849,34.0522342
-3.7837117,52.1306607
-77.0368707,38.9071923
-118.2436849,34.0522342
-78.6568942,37.4315734
-122.3320708,47.6062095
-114.0708459,51.0486151
-95.712891,37.09024
-99.0592851,19.430647
-122.2913078,37.8271784
-60.0217314,-3.1190275
-85.6023643,44.3148443
-99.9018131,31.9685988
-83.1220074,41.3559092
75.8572758,30.900965
-80.0684479,26.6167555
-43.1728965,-22.9068467
-120.5542012,43.8041334
-102.2915677,21.8852562
-43.1728965,-22.9068467
-118.2436849,34.0522342
-43.2099388,-22.1166313
-122.4194155,37.7749295
-79.8711024,43.2557206
-71.0588801,42.3600825
-2.997664,51.584151
-77.0368707,38.9071923
-95.3698028,29.7604267
-89.3985283,32.3546679
-71.1097335,42.3736158
-3.7037902,40.4167754
-51.2176584,-30.0346471
,
-87.771964,41.909611
-74.4120953,40.5187154
0.121817,52.205337
-43.1728965,-22.9068467
-95.0950571,36.8747886
-97.441091,37.6985324
8.468946,60.472024
,
-3.530875,50.7155591
2.3522219,48.856614
-105.7820674,39.5500507
,
-73.6394437,45.5025313
-84.1916069,39.7589478
10.451526,51.165691
-90.0715323,29.9510658
-79.8711024,43.2557206
-81.5157535,27.6648274
-119.4179324,36.778261
,
,
,
-99.9018131,31.9685988
-118.0021917,33.6565712
-81.3392352,28.5999998
-51.92528,-14.235004
,
-43.1728965,-22.9068467
,
,
-51.2176584,-30.0346471
-120.5542012,43.8041334
-95.712891,37.09024
-90.1994042,38.6270025
-96.0422378,41.1544432
-122.286865,38.2975381
-74.0059728,40.7127753
-95.9618958,36.0404924
-3.506101,51.659719
-91.7996054,42.8410176
-77.4752667,38.7509488
-95.712891,37.09024
153.0251235,-27.4697707
153.0251235,-27.4697707
-51.2176584,-30.0346471
-122.3320708,47.6062095
-74.0059728,40.7127753
-76.6121893,39.2903848
-75.071284,39.9181686
-74.0059728,40.7127753
-84.8766115,35.1595182
-71.3161718,42.6334247
,
-122.0307963,36.9741171
-117.4260465,47.6587802
-116.419389,38.8026097
,
-97.441091,37.6985324
-119.4179324,36.778261
35.862285,33.854721
,
-95.712891,37.09024
,
,
-75.6706466,45.3774013
-81.5157535,27.6648274
,
-7.6920536,53.1423672
-122.0651819,37.9100783
-77.0368707,38.9071923
-73.134961,40.789142
-77.0368707,38.9071923
-111.9260519,33.4941704
-78.6568942,37.4315734
-119.4179324,36.778261
-112.0740373,33.4483771
,
-85.6023643,44.3148443
-80.8431267,35.2270869
-85.7583459,38.2490924
-99.9018131,31.9685988
178.065032,-17.713371
-89.4012302,43.0730517
-84.5143761,33.8839926
-77.0368707,38.9071923
-99.9018131,31.9685988
-96.7969879,32.7766642
-84.1916069,39.7589478
-95.712891,37.09024
-86.01335,39.9567548
-119.4179324,36.778261
-86.1349019,40.2671941
-77.0368707,38.9071923
-122.2015159,47.6101497
-98.4842465,39.011902
-122.4194155,37.7749295
-86.0085955,40.0455917
-0.1277583,51.5073509
-90.1848103,32.2987573
-43.1728965,-22.9068467
-95.712891,37.09024
-78.6381787,35.7795897
,
24.96676,45.943161
-71.4378411,42.5792583
-43.1728965,-22.9068467
-122.2711137,37.8043637
-1.1743197,52.3555177
,
-81.5157535,27.6648274
-119.4179324,36.778261
-84.1916069,39.7589478
-119.4179324,36.778261
-87.6297982,41.8781136
-120.7401385,47.7510741
-91.7996054,42.8410176
6.129384,45.899247
-76.030215,42.741791
-121.8863286,37.3382082
-75.1652215,39.9525839
-82.5306527,27.3364347
-97.229298,32.9341893
-73.9441579,40.6781784
-77.0368707,38.9071923
-81.091203,32.0808989
-73.9441579,40.6781784
,
-73.9874078,40.7659887
-96.3344068,30.627977
-117.0243982,32.6211344
53.847818,23.424076
-82.9000751,32.1656221
-77.4360481,37.5407246
-76.6874671,39.0017772
,
-95.712891,37.09024
-73.134961,40.789142
-83.0457538,42.331427
-73.567256,45.5016889
39.1925048,21.485811
-105.7820674,39.5500507
,
-2.715974,52.056398
-84.5453439,42.7475535
-85.1724726,41.228382
-79.9958864,40.4406248
-99.9018131,31.9685988
-95.9618958,36.0404924
-93.2650108,44.977753
,
-72.9278835,41.308274
-120.7401385,47.7510741
-74.4056612,40.0583238
-95.3698028,29.7604267
,
-82.5306527,27.3364347
24.9383791,60.1698557
-0.0936496,51.4309209
-75.0527641,39.7718968
-95.712891,37.09024
-114.7420408,44.0682019
35.862285,33.854721
-95.712891,37.09024
-85.323214,51.253775
,
-85.6023643,44.3148443
,
,
-123.3555656,39.4096079
,
-95.712891,37.09024
-78.9740725,44.1294198
,
-1.7850351,53.645792
-95.3698028,29.7604267
6.6407109,43.2676808
-72.2292913,41.788489
-82.907123,40.4172871
-117.9169363,33.655053
-77.0909809,38.8816208
121.195743,14.4765477
-94.5812997,39.0981947
-86.8103567,33.5185892
-74.4056612,40.0583238
-84.1916069,39.7589478
-95.9618958,36.0404924
-122.788377,45.4604
-79.9958864,40.4406248
-85.6680863,42.9633599
-98.4936282,29.4241219
-105.7820674,39.5500507
-3.506101,51.659719
-82.5514869,35.5950581
-79.8711024,43.2557206
10.451526,51.165691
-70.2962408,41.6687897
,
-111.9082173,40.5737384
-118.2436849,34.0522342
-76.6121893,39.2903848
-105.2705456,40.0149856
-106.346771,56.130366
,
146.8169483,-19.2589635
152.7676633,-25.2881539
153.066667,-26.65
142.7027956,-20.9175738
149.1821469,-21.1424956
151.9506696,-27.5598212
153.4,-28.016667
145.7780548,-16.9185514
142.7027956,-20.9175738
-84.3879824,33.7489954
-112.0740373,33.4483771
-95.712891,37.09024
-118.2436849,34.0522342
151.2092955,-33.8688197
-95.712891,37.09024
-3.435973,55.378051
-80.3192295,40.7520097
-51.92528,-14.235004
-95.712891,37.09024
-77.0368707,38.9071923
-90.0715323,29.9510658
-122.2913078,37.8271784
-0.1277583,51.5073509
,
-115.1398296,36.1699412
-106.346771,56.130366
-105.7820674,39.5500507
-1.1743197,52.3555177
-74.4056612,40.0583238
-105.084423,40.5852602
-85.3096801,35.0456297
-117.1610838,32.715738
-79.0192997,35.7595731
-77.0368707,38.9071923
,
-98.7623874,20.0910963
